geoID,geo
88,"James Bay, Ontario, Ontario Provincial Police, rural [35211]"
89,"Owen Sound, Ontario, municipal [35212]"
90,"Palmerston, Ontario, municipal [35213]"
91,"Paris, Ontario, municipal [35214]"
92,"Huron (Central Huron), Ontario, Ontario Provincial Police, municipal [35215]"
93,"Upper Ottawa Valley (Pembroke), Ontario, Ontario Provincial Police, municipal [35217]"
94,"Lanark County (Perth), Ontario, Ontario Provincial Police, municipal [35221]"
95,"Peterborough, Ontario, municipal [35222]"
96,"Point Edward, Ontario, municipal [35226]"
97,"Port Hope, Ontario, municipal [35235]"
98,"Saugeen Shores, Ontario, municipal [35240]"
99,"Prescott, Ontario, municipal [35243]"
100,"Renfrew, Ontario, municipal [35247]"
101,"St. Clair Beach, Ontario, municipal [35256]"
102,"St. Thomas, Ontario, municipal [35258]"
103,"Sarnia, Ontario, municipal [35261]"
104,"Sault Ste. Marie, Ontario, municipal [35262]"
105,"Dufferin (Shelburne), Ontario, Ontario Provincial Police, municipal [35265]"
106,"Smiths Falls, Ontario, municipal [35268]"
107,"Central Hastings (Stirling-Rawdon), Ontario, Ontario Provincial Police, municipal [35273]"
108,"South Simcoe (Innisfil), Ontario, municipal [35275]"
109,"Stratford, Ontario, municipal [35281]"
110,"Strathroy-Caradoc, Ontario, municipal [35282]"
111,"Sudbury (West Nipissing), Ontario, Ontario Provincial Police, municipal [35284]"
112,"Tavistock, Ontario, municipal [35288]"
113,"Timmins, Ontario, municipal [35289]"
114,"Greater Sudbury, Ontario, municipal [35290]"
115,"Waterloo Region (Kitchener), Ontario, municipal [35291]"
116,"Thunder Bay, Ontario, municipal [35299]"
117,"Tillsonburg, Ontario, municipal [35302]"
118,"Toronto, Ontario, municipal [35304]"
119,"Trenton, Ontario, municipal [35307]"
120,"United Chiefs and Councils of Manitoulin (UCCM) Anishnaabe, Ontario, municipal [35320]"
121,"Windsor, Ontario, municipal [35331]"
122,"Gananoque, Ontario, municipal [35114]"
123,"Nipigon (Terrace Bay), Ontario, Ontario Provincial Police, municipal [35115]"
124,"North Bay (Bonfield), Ontario, Ontario Provincial Police, municipal [35116]"
125,"James Bay (Hearst), Ontario, Ontario Provincial Police, municipal [35117]"
126,"Dufferin (Town of Grand Valley), Ontario, Ontario Provincial Police, municipal [35119]"
127,"Arnprior, Ontario, Ontario Provincial Police, rural [35120]"
128,"Grey Bruce (Chatsworth), Ontario, Ontario Provincial Police, municipal [35121]"
129,"Napanee (Deseronto), Ontario, Ontario Provincial Police, rural [35122]"
130,"Guelph, Ontario, municipal [35123]"
131,"Hamilton, Ontario, municipal [35125]"
132,"Harriston, Ontario, municipal [35127]"
133,"Dufferin (East Garafraxa), Ontario, Ontario Provincial Police, municipal [35129]"
134,"Wikwemikong, Ontario, municipal [35130]"
135,"Sault Ste. Marie (Macdonald/Meredith), Ontario, Ontario Provincial Police, municipal [35132]"
136,"Hawkesbury, Ontario, municipal [35133]"
137,"Sault Ste. Marie (Laird), Ontario, Ontario Provincial Police, municipal [35134]"
138,"Collingwood (The Blue Mountains), Ontario, Ontario Provincial Police, municipal [35135]"
139,"Grey County (Meaford), Ontario, Ontario Provincial Police, municipal [35137]"
140,"Grey Bruce (Georgian Bluffs), Ontario, Ontario Provincial Police, municipal [35138]"
141,"Oxford (Ingersoll), Ontario, Ontario Provincial Police, municipal [35139]"
142,"Lanark County (Carleton Place), Ontario, Ontario Provincial Police, municipal [35140]"
143,"Ingersoll, Ontario, municipal [35141]"
144,"Haldimand County, Ontario, Ontario Provincial Police, municipal [35142]"
145,"East Algoma (Elliot Lake), Ontario, Ontario Provincial Police, municipal [35143]"
146,"South Bruce (Brockton), Ontario, Ontario Provincial Police, municipal [35145]"
147,"Kenora, Ontario, municipal [35147]"
148,"North Bay (East Ferris), Ontario, Ontario Provincial Police, municipal [35149]"
149,"Kenora, Ontario, Ontario Provincial Police, municipal [35150]"
150,"Kingston, Ontario, municipal [35151]"
151,"Kingsville, Ontario, municipal [35152]"
152,"Lac Seul, Ontario, municipal [35153]"
153,"Lakefield, Ontario, municipal [35154]"
154,"Treaty Three Communities, Ontario, municipal [35155]"
155,"Essex County (Leamington), Ontario, Ontario Provincial Police, municipal [35156]"
156,"Kawartha Lakes, Ontario, municipal [35157]"
157,"Listowel, Ontario, municipal [35158]"
158,"Quinte West, Ontario, Ontario Provincial Police, municipal [35159]"
159,"Dufferin (Amaranth), Ontario, Ontario Provincial Police, municipal [35160]"
160,"Dufferin (Melancthon), Ontario, Ontario Provincial Police, municipal [35161]"
161,"London, Ontario, municipal [35162]"
162,"Dufferin (Mulmur), Ontario, Ontario Provincial Police, municipal [35163]"
163,"Grenville County (Prescott), Ontario, Ontario Provincial Police, municipal [35164]"
164,"Quinte West, Ontario, Ontario Provincial Police, rural [35165]"
165,"Renfrew (Admaston/Bromley), Ontario, Ontario Provincial Police, municipal [35166]"
166,"East Algoma (Johnson), Ontario, Ontario Provincial Police, municipal [35167]"
167,"East Algoma (Bruce Mines), Ontario, Ontario Provincial Police, municipal [35168]"
168,"Upper Ottawa Valley (Petawawa), Ontario, Ontario Provincial Police, municipal [35169]"
169,"Northumberland (Hamilton), Ontario, Ontario Provincial Police, municipal [35170]"
170,"Highway Safety Division (Highway 407), Ontario, Ontario Provincial Police, municipal [35171]"
171,"Rainy River District (Atikokan), Ontario, Ontario Provincial Police, municipal [35172]"
172,"Upper Ottawa Valley (Laurentian Hills), Ontario, Ontario Provincial Police, municipal [35173]"
173,"Queen's Park, Ontario, Ontario Provincial Police, rural [35174]"
174,"Temiskaming (New Liskeard), Ontario, Ontario Provincial Police, municipal [35176]"
175,"Southern Georgian Bay (Midland), Ontario, Ontario Provincial Police, municipal [35177]"
176,"Russell County (Russell), Ontario, Ontario Provincial Police, municipal [35179]"
177,"Russell County (Casselman), Ontario, Ontario Provincial Police, municipal [35180]"
178,"Middlesex, Ontario, Ontario Provincial Police, municipal [35183]"
179,"Dryden (Machin), Ontario, Ontario Provincial Police, municipal [35184]"
180,"Oxford (Norwich), Ontario, Ontario Provincial Police, municipal [35187]"
181,"Oxford (Blandford-Blenheim), Ontario, Ontario Provincial Police, municipal [35188]"
182,"Oxford (East Zorra-Tavistock), Ontario, Ontario Provincial Police, municipal [35189]"
183,"Russell County/Hawkesbury (The Nation), Ontario, Ontario Provincial Police, municipal [35190]"
184,"Temiskaming Shores, Ontario, municipal [35192]"
185,"Niagara Region (St. Catharines), Ontario, municipal [35196]"
186,"North Bay, Ontario, municipal [35197]"
187,"Huron (North Huron), Ontario, Ontario Provincial Police, municipal [35332]"
188,"Woodstock, Ontario, municipal [35334]"
189,"York Region, Ontario, municipal [35335]"
190,"Anderdon, Ontario, municipal [35352]"
191,"Atikokan, Ontario, municipal [35353]"
192,"Colchester South, Ontario, municipal [35357]"
193,"Gloucester, Ontario, municipal [35364]"
194,"Superior East (Wawa), Ontario, Ontario Provincial Police, municipal [35375]"
195,"LaSalle, Ontario, municipal [35388]"
196,"Terrace Bay, Ontario, municipal [35399]"
197,"Elliot Lake, Ontario, municipal [35411]"
198,"Red Rock, Ontario, municipal [35414]"
199,"Nepean, Ontario, municipal [35417]"
200,"Haldimand-Norfolk, Ontario, municipal [35421]"
201,"West Carleton, Ontario, Ontario Provincial Police, rural [35452]"
202,"Pelee Island, Ontario, Ontario Provincial Police, rural [35453]"
203,"Highway Safety Division (Niagara), Ontario, Ontario Provincial Police, rural [35454]"
204,"Haldimand County (New Credit First Nation), Ontario, Ontario Provincial Police, rural [35457]"
205,"Arnprior, Ontario, Ontario Provincial Police, municipal [35458]"
206,"Kanata, Ontario, Ontario Provincial Police, municipal [35459]"
207,"Kingston, Ontario, Ontario Provincial Police, municipal [35460]"
208,"Caledon, Ontario, Ontario Provincial Police, municipal [35461]"
209,"Pickle Lake, Ontario, Ontario Provincial Police, rural [35462]"
210,"Huronia West/Springwater, Ontario, Ontario Provincial Police, rural [35463]"
211,"Rainy River District (Fort Frances), Ontario, Ontario Provincial Police, municipal [35464]"
212,"Orillia, Ontario, Ontario Provincial Police, municipal [35465]"
213,"Goulbourn, Ontario, Ontario Provincial Police, municipal [35466]"
214,"Southern Georgian Bay (Penetanguishene), Ontario, Ontario Provincial Police, municipal [35469]"
215,"Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio), Ontario, Ontario Provincial Police, municipal [35470]"
216,"Marathon, Ontario, Ontario Provincial Police, municipal [35471]"
217,"Picton, Ontario, Ontario Provincial Police, municipal [35473]"
218,"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal [35476]"
219,"Kirkland Lake, Ontario, Ontario Provincial Police, municipal [35477]"
220,"Clinton, Ontario, Ontario Provincial Police, municipal [35479]"
221,"Huron East, Ontario, Ontario Provincial Police, municipal [35480]"
222,"Exeter (South Huron), Ontario, Ontario Provincial Police, municipal [35481]"
223,"South Bruce (Kincardine), Ontario, Ontario Provincial Police, municipal [35482]"
224,"Petrolia, Ontario, Ontario Provincial Police, municipal [35485]"
225,"Perth County (West Perth), Ontario, Ontario Provincial Police, municipal [35486]"
226,"Perth County (St. Marys), Ontario, Ontario Provincial Police, municipal [35487]"
227,"East Perth, Ontario, Ontario Provincial Police, municipal [35488]"
228,"Grey Bruce (South Bruce Peninsula), Ontario, Ontario Provincial Police, municipal [35489]"
229,"Rainy River District (Emo/Rainy River), Ontario, Ontario Provincial Police, rural [35490]"
230,"Collingwood, Ontario, Ontario Provincial Police, municipal [35491]"
231,"Penitentiary Squad, Ontario, Ontario Provincial Police, rural [35492]"
232,"Huron (Goderich), Ontario, Ontario Provincial Police, municipal [35493]"
233,"Blenheim, Ontario, Ontario Provincial Police, municipal [35503]"
234,"Ridgetown, Ontario, Ontario Provincial Police, municipal [35505]"
235,"Essex County (Tecumseh), Ontario, Ontario Provincial Police, municipal [35506]"
236,"Wheatley, Ontario, Ontario Provincial Police, municipal [35507]"
237,"Essex County (Kingsville), Ontario, Ontario Provincial Police, municipal [35508]"
238,"Essex County (Lakeshore), Ontario, Ontario Provincial Police, municipal [35502]"
239,"Grenville County (North Grenville), Ontario, Ontario Provincial Police, municipal [35494]"
240,"Caledon, Ontario, Ontario Provincial Police, rural [35495]"
241,"Highway Safety Division (Toronto), Ontario, Ontario Provincial Police, rural [35496]"
242,"Rama, Ontario, municipal [35497]"
243,"Highway Safety Division (Ottawa), Ontario, Ontario Provincial Police, rural [35498]"
244,"Chatham-Kent (Moravian), Ontario, Ontario Provincial Police, rural [35500]"
245,"Malden, Ontario, Ontario Provincial Police, municipal [35501]"
246,"Armstrong, Ontario, Ontario Provincial Police, rural [35687]"
247,"Greenstone, Ontario, Ontario Provincial Police, rural [35688]"
248,"Marathon (Manitouwadge), Ontario, Ontario Provincial Police, rural [35689]"
249,"Manitouwadge, Ontario, Ontario Provincial Police, rural [35690]"
250,"Grand Bend, Ontario, Ontario Provincial Police, rural [35695]"
251,"Sauble Beach, Ontario, Ontario Provincial Police, rural [35699]"
252,"London, Ontario, Royal Canadian Mounted Police, rural [35720]"
253,"Hamilton, Ontario, Royal Canadian Mounted Police, rural [35844]"
254,"Thunder Bay, Ontario, Royal Canadian Mounted Police, rural [35964]"
255,"Ottawa, Ontario, Royal Canadian Mounted Police, rural [35969]"
256,"Ottawa (Division Headquarters 1), Ontario, Royal Canadian Mounted Police [35970]"
257,"London (Division Headquarters 2), Ontario, Royal Canadian Mounted Police [35972]"
258,"Ottawa (Headquarters 2), Ontario, Royal Canadian Mounted Police [35975]"
259,"Ottawa, Ontario, Royal Canadian Mounted Police [35976]"
260,"Ottawa (Headquarters 3), Ontario, Royal Canadian Mounted Police [35977]"
261,"Ottawa (Division Administration), Ontario, Royal Canadian Mounted Police [35978]"
262,"London (Division Administration), Ontario, Royal Canadian Mounted Police [35979]"
263,"Canadian National Railway Police, Ontario [35990]"
264,"Canadian Pacific Railway Police, Ontario [35991]"
265,"Killaloe (Bonnechere Valley), Ontario, Ontario Provincial Police, municipal [35178]"
266,"Temiskaming (Temiskaming Shores), Ontario, Ontario Provincial Police, municipal [35219]"
267,"Thunder Bay (Thunder Bay South), Ontario, Ontario Provincial Police, municipal [35220]"
268,"National Child Exploitation Crime Centre (NCECC), Ontario, Royal Canadian Mounted Police [35224]"
269,"Central East Correctional Centre, Ontario, municipal [35230]"
270,"Temiskaming (Temiskaming Shores), Ontario, Ontario Provincial Police, municipal [35241]"
271,"Perth East, Ontario, Ontario Provincial Police, municipal [35242]"
272,"Huron (Huron East), Ontario, Ontario Provincial Police, municipal [35244]"
273,"Lennox and Addington County (Deseronto), Ontario, Ontario Provincial Police, rural [35246]"
274,"Arnprior, Ontario, Ontario Provincial Police, rural [35251]"
275,"Grey Bruce (Meaford), Ontario, Ontario Provincial Police, municipal [35252]"
276,"Southern Georgian Bay (Tiny), Ontario, Ontario Provincial Police, municipal [35253]"
277,"Lennox and Addington County North (Addington Highlands), Ontario, Ontario Provincial Police, municipal [35245]"
278,"Drummond-North Elmsley, Ontario, Ontario Provincial Police, municipal [35250]"
279,"Orillia (Oro-Medonte), Ontario, Ontario Provincial Police, rural [35254]"
280,"Orillia (Severn), Ontario, Ontario Provincial Police, rural [35259]"
281,"Orillia (Ramara), Ontario, Ontario Provincial Police, rural [35260]"
282,"Bracebridge (Gravenhurst), Ontario, Ontario Provincial Police, municipal [35264]"
283,"Bracebridge (Bracebridge), Ontario, Ontario Provincial Police, municipal [35267]"
284,"Huntsville (Huntsville), Ontario, Ontario Provincial Police, municipal [35269]"
285,"Huronia West (Clearview), Ontario, Ontario Provincial Police, municipal [35270]"
286,"Huronia West (Springwater), Ontario, Ontario Provincial Police, municipal [35274]"
287,"Huronia West (Wasaga Beach), Ontario, Ontario Provincial Police, municipal [35276]"
288,"Southern Georgian Bay (Tay), Ontario, Ontario Provincial Police, municipal [35278]"
289,"Sioux Lookout (Sioux Lookout), Ontario, Ontario Provincial Police, municipal [35279]"
290,"Sioux Lookout (Pickle Lake), Ontario, Ontario Provincial Police, municipal [35280]"
291,"Bancroft (Bancroft), Ontario, Ontario Provincial Police, municipal [35286]"
292,"Upper Ottawa Valley (Laurentian Valley), Ontario, Ontario Provincial Police, municipal [35287]"
293,"Hawkesbury (Champlain), Ontario, Ontario Provincial Police, municipal [35292]"
294,"Hawkesbury (Alfred and Plantagenet), Ontario, Ontario Provincial Police, municipal [35293]"
295,"West Parry Sound (Parry Sound), Ontario, Ontario Provincial Police, municipal [35294]"
296,"Oxford (South-West Oxford), Ontario, Ontario Provincial Police, municipal [35295]"
297,"Oxford (Zorra), Ontario, Ontario Provincial Police, municipal [35296]"
298,"Grey Bruce (Northern Bruce Peninsula), Ontario, Ontario Provincial Police, municipal [35300]"
299,"Maplehurst Correctional Complex/Vanier Centre, Ontario, municipal [35305]"
300,"Essex County (Pelee Island), Ontario, Ontario Provincial Police, rural [35509]"
301,"Lambton (Walpole Island First Nation), Ontario, Ontario Provincial Police, rural [35513]"
302,"London, Ontario, Ontario Provincial Police, rural [35515]"
303,"Tobermory, Ontario, Ontario Provincial Police, rural [35516]"
304,"Oxford, Ontario, Ontario Provincial Police, rural [35517]"
305,"Elgin County, Ontario, Ontario Provincial Police, rural [35518]"
306,"Tillsonburg, Ontario, Ontario Provincial Police, rural [35519]"
307,"Highway Safety Division (Burlington), Ontario, Ontario Provincial Police, rural [35520]"
308,"Brant County, Ontario, Ontario Provincial Police, rural [35523]"
309,"Aurora (Chippewas of Georgina Island First Nation), Ontario, Ontario Provincial Police, rural [35530]"
310,"Highway Safety Division (Port Credit), Ontario, Ontario Provincial Police, rural [35531]"
311,"Highway Safety Division (Whitby), Ontario, Ontario Provincial Police, rural [35532]"
312,"South Grey, Ontario, Ontario Provincial Police, rural [35535]"
313,"Highway Safety Division (Cambridge), Ontario, Ontario Provincial Police, rural [35536]"
314,"Guelph, Ontario, Ontario Provincial Police, rural [35537]"
315,"Perth County, Ontario, Ontario Provincial Police, rural [35538]"
316,"Huron (Huron/Wingham), Ontario, Ontario Provincial Police, rural [35539]"
317,"Barrie, Ontario, Ontario Provincial Police, rural [35540]"
318,"Bracebridge (Muskoka Lakes and Georgian Bay), Ontario, Ontario Provincial Police, rural [35541]"
319,"Orillia, Ontario, Ontario Provincial Police, rural [35543]"
320,"Southern Georgian Bay (Georgian Bay), Ontario, Ontario Provincial Police, rural [35544]"
321,"Peterborough County (Hiawatha First Nation), Ontario, Ontario Provincial Police, rural [35545]"
322,"Northumberland (Alderville First Nation), Ontario, Ontario Provincial Police, rural [35548]"
323,"City of Kawartha Lakes, Ontario, Ontario Provincial Police, rural [35549]"
324,"Central Hastings, Ontario, Ontario Provincial Police, rural [35550]"
325,"Frontenac (Sharbot Lake), Ontario, Ontario Provincial Police, rural [35551]"
326,"Lennox and Addington County, Ontario, Ontario Provincial Police, rural [35552]"
327,"Bancroft, Ontario, Ontario Provincial Police, rural [35553]"
328,"Madoc, Ontario, Ontario Provincial Police, rural [35554]"
329,"Lanark County (Drummond-North Elmsley), Ontario, Ontario Provincial Police, rural [35555]"
330,"Almonte, Ontario, Ontario Provincial Police, municipal [35556]"
331,"Upper Ottawa Valley, Ontario, Ontario Provincial Police, rural [35557]"
332,"Leeds County (Brockville), Ontario, Ontario Provincial Police, rural [35558]"
333,"Renfrew, Ontario, Ontario Provincial Police, rural [35559]"
334,"Stormont/Dundas and Glengarry, Ontario, Ontario Provincial Police, rural [35560]"
335,"Ottawa, Ontario, Ontario Provincial Police, rural [35562]"
336,"Hawkesbury, Ontario, Ontario Provincial Police, rural [35563]"
337,"Lancaster, Ontario, Ontario Provincial Police, rural [35564]"
338,"North Bay, Ontario, Ontario Provincial Police, rural [35565]"
339,"Orillia (Headquarters), Ontario, Ontario Provincial Police [35567]"
340,"Sudbury, Ontario, Ontario Provincial Police, rural [35570]"
341,"Espanola, Ontario, Ontario Provincial Police, rural [35571]"
342,"Little Current (Manitoulin), Ontario, Ontario Provincial Police, rural [35572]"
343,"Warren, Ontario, Ontario Provincial Police, rural [35573]"
344,"Superior East (Chapleau), Ontario, Ontario Provincial Police, rural [35574]"
345,"Sault Ste. Marie, Ontario, Ontario Provincial Police, rural [35575]"
346,"East Algoma (Blind River/Thessalon), Ontario, Ontario Provincial Police, rural [35576]"
347,"Superior East, Ontario, Ontario Provincial Police, rural [35577]"
348,"South Porcupine, Ontario, Ontario Provincial Police, rural [35580]"
349,"Cochrane, Ontario, Ontario Provincial Police, rural [35583]"
350,"Hearst, Ontario, Ontario Provincial Police, rural [35584]"
351,"Thunder Bay, Ontario, Ontario Provincial Police, rural [35585]"
352,"Nipigon, Ontario, Ontario Provincial Police, rural [35586]"
353,"Longlac, Ontario, Ontario Provincial Police, rural [35588]"
354,"Schreiber, Ontario, Ontario Provincial Police, rural [35589]"
355,"Kenora, Ontario, Ontario Provincial Police, rural [35590]"
356,"Northwest Patrol, Ontario, Ontario Provincial Police, rural [35591]"
357,"Dryden, Ontario, Ontario Provincial Police, rural [35592]"
358,"Emo, Ontario, Ontario Provincial Police, rural [35593]"
359,"Red Lake, Ontario, Ontario Provincial Police, rural [35594]"
360,"Sioux Lookout, Ontario, Ontario Provincial Police, rural [35595]"
361,"Ignace, Ontario, Ontario Provincial Police, rural [35598]"
362,"Ear Falls, Ontario, Ontario Provincial Police, rural [35601]"
363,"Rainy River, Ontario, Ontario Provincial Police, rural [35604]"
364,"Forest, Ontario, Ontario Provincial Police, rural [35606]"
365,"Glencoe, Ontario, Ontario Provincial Police, rural [35607]"
366,"Dutton, Ontario, Ontario Provincial Police, rural [35608]"
367,"Middlesex (Strathroy), Ontario, Ontario Provincial Police, rural [35609]"
368,"Lucan, Ontario, Ontario Provincial Police, rural [35610]"
369,"Milton, Ontario, Ontario Provincial Police, rural [35613]"
370,"Norfolk County, Ontario, Ontario Provincial Police, rural [35614]"
371,"Grey Bruce (Wiarton), Ontario, Ontario Provincial Police, rural [35618]"
372,"Walkerton, Ontario, Ontario Provincial Police, rural [35619]"
373,"Exeter, Ontario, Ontario Provincial Police, rural [35620]"
374,"Wingham, Ontario, Ontario Provincial Police, rural [35621]"
375,"South Bruce, Ontario, Ontario Provincial Police, rural [35622]"
376,"North Perth, Ontario, Ontario Provincial Police, rural [35623]"
377,"Meaford, Ontario, Ontario Provincial Police, rural [35624]"
378,"Markdale, Ontario, Ontario Provincial Police, rural [35625]"
379,"Bruce Peninsula, Ontario, Ontario Provincial Police, rural [35626]"
380,"New Tecumseth, Ontario, Ontario Provincial Police, rural [35630]"
381,"Huntsville, Ontario, Ontario Provincial Police, rural [35631]"
382,"Highway Safety Division (Dufferin), Ontario, Ontario Provincial Police, rural [35632]"
383,"Bala, Ontario, Ontario Provincial Police, rural [35634]"
384,"Brighton, Ontario, Ontario Provincial Police, rural [35636]"
385,"Campbellford, Ontario, Ontario Provincial Police, rural [35637]"
386,"Haliburton Highlands, Ontario, Ontario Provincial Police, rural [35638]"
387,"Coboconk, Ontario, Ontario Provincial Police, rural [35640]"
388,"Prince Edward, Ontario, Ontario Provincial Police, rural [35642]"
389,"Kaladar, Ontario, Ontario Provincial Police, rural [35643]"
390,"Sharbot Lake, Ontario, Ontario Provincial Police, rural [35644]"
391,"Loyalist, Ontario, Ontario Provincial Police, rural [35645]"
392,"Grenville County (Edwardsburgh/Cardinal), Ontario, Ontario Provincial Police, rural [35646]"
393,"Gananoque, Ontario, Ontario Provincial Police, rural [35647]"
394,"Killaloe, Ontario, Ontario Provincial Police, rural [35648]"
395,"Kemptville, Ontario, Ontario Provincial Police, rural [35649]"
396,"Rideau Lakes, Ontario, Ontario Provincial Police, rural [35651]"
397,"Morrisburg, Ontario, Ontario Provincial Police, rural [35653]"
398,"Rockland, Ontario, Ontario Provincial Police, rural [35654]"
